Tweet,Label,Emojis,😂,😭,😍,🔥,😊,😩,❤️,🇺🇸,❤,🤣
RT @ChiefKeef: I be frying this Idiot 😂 https://t.co/crOELhDSti,1,['😂'],1,0,0,0,0,0,0,0,0,0
"@almousa_su Thank you for creating such a masterpiece, it's truly amazing❤️ Definitely adding it to my favorites🙇🏽‍… https://t.co/Skz9CzhGTQ",1,"['❤️', '🙇🏽']",0,0,0,0,0,0,1,0,0,0
"""THATS WHY YOUR MAN IS FUCKING WHATEVER HER NAME IS"" 😭😭😭😭😭😭😭",1,"['😭', '😭', '😭', '😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
It's not only thundering outside but inside as well because i broke the cup. 😭 https://t.co/b9B7RrYAwC,1,['😭'],0,1,0,0,0,0,0,0,0,0
He hugged me today. The best part was when I was about to let go he pulled me in tighter and I died a little. 🎉😍,1,"['🎉', '😍']",0,0,1,0,0,0,0,0,0,0
"Big Up Everyone That Came Out To #INSIDEEE Last Night In Chelmsford! Much Love To The Ravers, DJ's, Staff & Of Course @BellySquad 💪🏾❤️🎉",1,"['💪🏾', '❤️', '🎉']",0,0,0,0,0,0,1,0,0,0
Fseee hell fucking nah 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/laBTuyEITK,1,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"Not sure our Ryan has had many better days. Seen his mate @Charlie26Adam play, had a kick about on the pitch after and won £8 on national 😂",1,['😂'],1,0,0,0,0,0,0,0,0,0
"RT @Ithinkthatsray: I hate a ""without me"" ass nigga 😂",1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @why13reason: this fucked me up 😭😭 https://t.co/xWvJM5jF4W,1,"['😭', '😭']",0,1,0,0,0,0,0,0,0,0
When a nigga got you fucked up 😂😂😂🤐🙃 https://t.co/y6Nyz21eG7,1,"['😂', '😂', '😂', '🤐', '🙃']",1,0,0,0,0,0,0,0,0,0
@RyanTough1 @jamieallan98 Who you talking to ya fucking mongo😂😭,1,"['😂', '😭']",1,1,0,0,0,0,0,0,0,0
@MasturBabes @Be_Shrm1 @TheArtOf_XXX @willywhitelaw @ChuckFamous1 @PaulHar62445403 @camstarwar @Porn_Lux @cCynthii I L😘😘😘❤️E 🔥LINGERIE🔥💋💋💋,1,"['😘', '😘', '😘', '❤️', '🔥', '🔥', '💋', '💋', '💋']",0,0,0,1,0,0,1,0,0,0
"Every video I've been looking at I questioned if me, stacey and Kelsi were black out but I should already know that answer 😭",1,['😭'],0,1,0,0,0,0,0,0,0,0
Bless u @jimmykimmel - you're 2 good at your job of making us think u r all sarcasm & cutting humor. We also saw your great heart 2nite ❤😥🙏,1,"['❤', '😥', '🙏']",0,0,0,0,0,0,0,0,1,0
@MsJLaw Thank you and you are more than welcome! I really hope you enjoy it and I miss that sunny personality and smile! ❤,1,['❤'],0,0,0,0,0,0,0,0,1,0
You can't say everybody a side piece to somebody cause that's all you knew all your life hoe 😂😂 I HATE FB,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
"RT @__pjcxo: @princesaloloxo Mine ain't even here yet, fucking depressing! But that choker is OMFG🔥😍💜",1,"['🔥', '😍', '💜']",0,0,1,1,0,0,0,0,0,0
sweetest episode ever 😍 love it and will not forget it easily 😋 @iSyafiqKyle @mawarashid #SuamikuPalingSweet,1,"['😍', '😋']",0,0,1,0,0,0,0,0,0,0
@hannahc28 @annie_whitey @H3NSH4W_ Hi I don't know you but 5 tours is most definitely acceptable 🙄👀😂 can #wegoagain !?,1,"['🙄', '👀', '😂']",1,0,0,0,0,0,0,0,0,0
i'm smiling like an idiot while watching videos of them😊 #OneDirection #YouKnowYouLoveThem @radiodisney,1,['😊'],0,0,0,0,1,0,0,0,0,0
@GawdessTKay well I'm going to northwestern. I'll be done in a year and can start my life a lot faster 🙃😊,1,"['🙃', '😊']",0,0,0,0,1,0,0,0,0,0
"Bitches love posting ""5-9 💸"" on Snapchat like Bitch you do realize that's only 4 hours right ? 😭 you shouldn't be so proud.",1,"['💸', '😭']",0,1,0,0,0,0,0,0,0,0
"@KarlieDMusic Rofl I know a few Bruno haters myself and they stay having his name in their mouth even if they ""hate"" him 😂😂😂",1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"@BruceMNigro Thanks for following ~ glad to connect! I'm an animal lover and wine lover, too. I don't play golf but I'm crazy into tennis 😊",1,['😊'],0,0,0,0,1,0,0,0,0,0
@KinglefromIndy I swear bro 😂 my storage on my phone is occupied by music more than anything else lmao now I CANNOT live without music,1,['😂'],1,0,0,0,0,0,0,0,0,0
Don't miss my roommates tho lmao. Last thing I told them was to stop being bitches and mind their business 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"@TeamArmaanians @Zedd nd @ArmaanMalik22 why don't you both collab together 😍 If you'll the sounds which out will be ""MAGIC"" ✨💖",1,"['😍', '✨', '💖']",0,0,1,0,0,0,0,0,0,0
Hungary... time is coming! #GotMeStartedTour TODAY!!! Are you ready? 🇭🇺❤🔥 https://t.co/NXntKNSve6 by #tinitapasiion… https://t.co/4FdtgrAU9g,1,"['🇭🇺', '❤', '🔥']",0,0,0,1,0,0,0,0,1,0
Even tho I'm the oldest we'll second oldest lol cuz auntie old af they still treat me An cater to me like the youngest lol 🤦🏾‍♀️😍,1,"['🤦🏾\u200d♀️', '😍']",0,0,1,0,0,0,0,0,0,0
@bryaaannaa__ bitchhhhh with whooo ? My plans all fucked 😩,1,['😩'],0,0,0,0,0,1,0,0,0,0
RT @dimeD___: My lips be looking SO FUCKING EDIBLE w lip gloss. 👅👅👅👅👅👅👅👅👅👅👅👅👅👅👅👅😍😍😍😍😍😍🤤🤤🤤🤤🤤,1,"['👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '😍', '😍', '😍', '😍', '😍', '😍', '🤤', '🤤', '🤤', '🤤', '🤤']",0,0,1,0,0,0,0,0,0,0
RT @tonette_basa: I just fucking saw @lizasoberano ATE ANG GANDA MO😭😭😭❤️,1,"['😭', '😭', '😭', '❤️']",0,1,0,0,0,0,1,0,0,0
"@5hNewsBrasil @radiodisney Lauren, 😍😍 HARMOS ON BANG #YouKnowYouLoveThem #FifthHarmony @radiodisney",1,"['😍', '😍']",0,0,1,0,0,0,0,0,0,0
😂😂😂😂😂😂 that's why I fucked yo bitch you fat muthafucka 😭😭😭 https://t.co/bjNl4pwRmG,1,"['😂', '😂', '😂', '😂', '😂', '😂', '😭', '😭', '😭']",1,1,0,0,0,0,0,0,0,0
Honestly working over night is so bomb bc me and my boss just get fucked up and dance in the back 😭😂,1,"['😭', '😂']",1,1,0,0,0,0,0,0,0,0
RT @DankMemes: Stupid bitch ran off without paying 😂😂 https://t.co/YOvvXJUta7,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @NoHoesGeorge: I'm officially taken 😩❤🔒as a fucking joke,1,"['😩', '❤', '🔒']",0,0,0,0,0,1,0,0,1,0
Look at that #marble #pastel #nails! I know joankeem would ❤ it. 📷 taken with Akira by… https://t.co/rF50ZNnjWJ,1,"['❤', '📷']",0,0,0,0,0,0,0,0,1,0
RT @MoneyBaggYo: WE DUCK OFF AND WE FUCK OFF DONT NOBODY KNOW DAT!! 🔥#heartless 💔🌊 https://t.co/wn1ZddZ5f6,1,"['🔥', '💔', '🌊']",0,0,0,1,0,0,0,0,0,0
RT @Famous_asf: NIGGAS WILL NOT BE FUCKING ME OVER ALL 2017 BIH 👀👀👀😭😭😭😒😒😒🖕🏾🖕🏾🖕🏾😅😅 https://t.co/boBfACQXzp,1,"['👀', '👀', '👀', '😭', '😭', '😭', '😒', '😒', '😒', '🖕🏾', '🖕🏾', '🖕🏾', '😅', '😅']",0,1,0,0,0,0,0,0,0,0
On everything soon as I saw this I was like this nigha look like a gta character 😂😂😂 https://t.co/Ll48hw8PUE,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @_blahhxd: My bissh @_charisma____ was fucking it up friday 😍😍😛 https://t.co/fyoLtOmWQq,1,"['😍', '😍', '😛']",0,0,1,0,0,0,0,0,0,0
It's really annoying when people walk up and tell me what a beautiful pit Klaus is. He's not a pit 🙄😂,1,"['🙄', '😂']",1,0,0,0,0,0,0,0,0,0
.@MillwallFC @DJMFC61 @JodieWoods95 And today will finally be the day @shaunywilliams6 scores for me! 😂😂 Come on Shaun!,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
My economics professor just called these asians retards 😂😂😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
Y'all this girl is to fucking die for 🤤🤤❤️😍 https://t.co/ecUx1oMSVr,1,"['🤤', '🤤', '❤️', '😍']",0,0,1,0,0,0,1,0,0,0
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
"can I ever just live...every time I do something ""damn u bougie"" you this... you just tryna- BITCH CAN I LIVE 😂",1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @atlcav: ❤️what @greggutfeld said abt idiot clowns who questioned the intelligent/refined #Gorsuch --I mean @alfranken peopl…,1,['❤️'],0,0,0,0,0,0,1,0,0,0
@AstridValu1 happy Friday sis ❤❤❤❤. Been sick and going to the doctor today. I hope that you're great !!,1,"['❤', '❤', '❤', '❤']",0,0,0,0,0,0,0,0,1,0
Really great talk by @RLeat_fitness fantastic story 😊 #fitness #business @World_H_Heroes https://t.co/3mzvdwemnb,1,['😊'],0,0,0,0,1,0,0,0,0,0
Thanks dude! In the meanwhile check out my show Matador I did for @Rodriguez. 🔥💀🔥 @MatadorElRey https://t.co/uJA9WVFycP,1,"['🔥', '💀', '🔥']",0,0,0,1,0,0,0,0,0,0
Working on some new 🔥🔥 at @xplicitentertainment studios. Mans like @markhardymusic x @xplicitmevon x... https://t.co/pzEHk08x5R,1,"['🔥', '🔥']",0,0,0,1,0,0,0,0,0,0
@Teagan_s_daddy @MsTeagan @Gettns2it 😍😍 #VeronaPisa Imagine there's no heaven ➡ https://t.co/YqWHHa66e7,1,"['😍', '😍', '➡']",0,0,1,0,0,0,0,0,0,0
"""I loved the book ❤️ I am a big fan of Dan Brown Now, Thanks to Tardka Shardka for the recommendation and letting... https://t.co/sHsgxecllt",1,['❤️'],0,0,0,0,0,0,1,0,0,0
RT @bresuaveyybaby: Apple just fucking over y'all. 😂🤔 https://t.co/r6hZeT2wuo,1,"['😂', '🤔']",1,0,0,0,0,0,0,0,0,0
Even though they live different places my 88liner unnies said how they love Johnny with the same vibe 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
Hahhahaha..nf2..and he was telling his school mate ba ntse ko morago game in a combi..it was so sad😂😂😂😂😂 https://t.co/PWLtAxqwYo,1,"['😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
@GwerfylEdwards i hate it too but cant sit down unless its done! Its not so bad now 2 kids have moved out 😂 xx,1,['😂'],1,0,0,0,0,0,0,0,0,0
Darth Vader Announces Bid For Ukrainian Presidency! ↺RT❤️️ https://t.co/y8gJlwzVNH #bid #announces #candidate #presidenc,1,['❤️'],0,0,0,0,0,0,1,0,0,0
"Exciting next few months @Sean9pratt! So lucky to be able to work together, live together & call him my best friend and boyfriend 🏡❤🙌🏽#happy",1,"['🏡', '❤', '🙌🏽']",0,0,0,0,0,0,0,0,1,0
RT @annzyltn: When you're fucked but can't miss a banger 😭 https://t.co/L8Br23SBfD,1,['😭'],0,1,0,0,0,0,0,0,0,0
Edward is ALWAYS concern bout MAYMAY even in small details like fixing her hair😍😉 MAYWARD… https://t.co/s4upBvpXVa,1,"['😍', '😉']",0,0,1,0,0,0,0,0,0,0
@_yoojackie I FUCKEN HATE YOU 😭😂😂😂😂😂😂😂😂💀 bitch I was drunk 🙄,1,"['😭', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '💀', '🙄']",1,1,0,0,0,0,0,0,0,0
Ohhhhh noooooooo I cannot believe I forgot about Gossip Girl😩 How could I ever I feel like I formed a bomb with the… https://t.co/ZjZT1SBDzv,1,['😩'],0,0,0,0,0,1,0,0,0,0
ALL THESE FANCAMS OF JONGUP IS FUCKING ME UP ASSDGHKKHGGJL 😩❤ https://t.co/efqJA90yHw,1,"['😩', '❤']",0,0,0,0,0,1,0,0,1,0
@Endlesss_BEAUTY It honestly looks like I used a crayon once I put it on my brows no matter what I do 😭,1,['😭'],0,1,0,0,0,0,0,0,0,0
Yo nigga always fucking choose !😭https://t.co/xEuqNfJYh6,1,['😭'],0,1,0,0,0,0,0,0,0,0
RT @youngthug: I'm goin to find u.. then I'm goin to fuck u.... 🤔 this nigga stupid af😭😂😭😂,1,"['🤔', '😭', '😂', '😭', '😂']",1,1,0,0,0,0,0,0,0,0
Starting a book club with my best friends this summer and I don't think I've ever been this giddy about something !!! 😭💕🤓,1,"['😭', '💕', '🤓']",0,1,0,0,0,0,0,0,0,0
Armiece stupid ass got the jokes 😂😂😂😂😂💀😭😭😭😭❤️❤️❤️❤️❤️❤️,1,"['😂', '😂', '😂', '😂', '😂', '💀', '😭', '😭', '😭', '😭', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️']",1,1,0,0,0,0,1,0,0,0
@williamlegate @realDonaldTrump @Scavino45 I see he had the CAPS LOCK ON that day. So he must've meant business! 😂 #Trumpocrisy,1,['😂'],1,0,0,0,0,0,0,0,0,0
"Unfortunately for you, your opinion of me and this matter means literally nothing to me... shut your mouth 😂😂",1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
""" I like fucking bitches lives up "" .... "" why ? "" ........ "" Because they think I caint "" 😂😂😂😂😂😂😂😂😂😂🤦🏾‍♀️",1,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '🤦🏾\u200d♀️']",1,0,0,0,0,0,0,0,0,0
My mom told me she would go get me unlimited data this weekend because I've been extra good this week 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
Why y'all can't just give Carolina they credit 🙄 they worked for it 😂 mad asses,1,"['🙄', '😂']",1,0,0,0,0,0,0,0,0,0
"@_threehs @joinez @YungWildNEE @TOLYATHAT Lmaoaooo son I still think I got the video in my Dropbox.....""TRASH!!.......SUPER TRASH!!!"" 😂😂😂😂😂😂",1,"['😂', '😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"working at the movies is lit because if the movie trash, I didn't take a lost because it was free to watch 😭",1,['😭'],0,1,0,0,0,0,0,0,0,0
"RT @willis_cj: Done arguing tbh, either I'm eatin your pussy or you just gonna be mad 🤷🏽‍♂️😂",1,"['🤷🏽\u200d♂️', '😂']",1,0,0,0,0,0,0,0,0,0
RT @NoHoesGeorge: I'm officially taken 😩❤🔒as a fucking joke,1,"['😩', '❤', '🔒']",0,0,0,0,0,1,0,0,1,0
RT @StripperPoIe: bitches that don't like u will swear u ugly or a hoe like bitch u mad cause im neither and you're both😩,1,['😩'],0,0,0,0,0,1,0,0,0,0
RT @john_robbo3: 184 million on centre backs and your still fucking shite u Bertie Stockport muppets 😂😂😂keep spending 50 million on…,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"RT @arabianbarbiee: If you ever said I was ugly keep in mind bitch , YOU WAS HATING😂🤞🏽",1,"['😂', '🤞🏽']",1,0,0,0,0,0,0,0,0,0
"@AnitaMajumdar @sean_dixon Happy closing to you too! Everyone, catch this show this afternoon. She's amazing! 🎉❤",1,"['🎉', '❤']",0,0,0,0,0,0,0,0,1,0
RT @Lilbill82: @mickeyrips112 Fucking called me and everything 😂😂😂😂,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
@Prajjawal4 @SonyTV @KapilSharmaK9 @sherryontopp @ArvindKejriwal Your name is big fun for people..No need this😂😂😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @XXLWATCHLIST: DIRTY WHORE - JIGGY THE GOAT THIS KID IS FUCKIN NUTS @ImTheOnlyGoat 🔥😱😳🤤 https://t.co/DrLWD9mh8f,1,"['🔥', '😱', '😳', '🤤']",0,0,0,1,0,0,0,0,0,0
RT @Hunchoheem: These lil Twitter pornstars be having me fucked up🙄😂 https://t.co/ABlDvqMXcQ,1,"['🙄', '😂']",1,0,0,0,0,0,0,0,0,0
@marctheshark17 I just said look at my pictures from my senior year and ask that question again 😂😂😂😂,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
Can we discuss @Olwee 's Epic Reply to that Olwethu guy. 🔥🔥🔥 wow ndiShook. NdiTremored guys. Ngapa Dineo & Lerato are serving Life on #TFR,1,"['🔥', '🔥', '🔥']",0,0,0,1,0,0,0,0,0,0
This made me smile this morning! How are you getting your good fats today? 🍴❤️🙏🏼🌟 #avocado… https://t.co/O21ADdjxBu,1,"['🍴', '❤️', '🙏🏼', '🌟']",0,0,0,0,0,0,1,0,0,0
RT @NoHoesGeorge: I'm officially taken 😩❤🔒as a fucking joke,1,"['😩', '❤', '🔒']",0,0,0,0,0,1,0,0,1,0
🤣🤣🤣so inviting and nurturing 😟😒 crazy bastards https://t.co/UlJ8UmILp6,1,"['🤣', '🤣', '🤣', '😟', '😒']",0,0,0,0,0,0,0,0,0,1
I lowkey fucked up the footage of my movie now I need to buy a $150 plugin to fix it my producer's probably gonna kill me 😭 I just wanna kms,1,['😭'],0,1,0,0,0,0,0,0,0,0
RT @paytons_hawtmom: I knew that girl was fucking Sierra husband 😂😂😂 #LHHATL,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
@TheVampsband I tweeted this before you tweeted the question I think I deserve some recognition 😂… https://t.co/c5XtR8kuEc,1,['😂'],1,0,0,0,0,0,0,0,0,0
@IISuperwomanII YAASSS AUSTIN TEXAS!!! 😍😍😍 YAASS LILLY POLE DANCING!!! 😘😘😘 YAASS I SAW MYSELF IN THE VLOG!!! 🤘🏻🤘🏻🤘🏻,1,"['😍', '😍', '😍', '😘', '😘', '😘', '🤘🏻', '🤘🏻', '🤘🏻']",0,0,1,0,0,0,0,0,0,0
Y’all like “omg they killed children and innocent people” US launches missile: “omg that’s so fucked up we’re going to war now. Great.” 😂😂😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
Ugly hoes always wanna fight over dick they be mad asf 😩😂💀,1,"['😩', '😂', '💀']",1,0,0,0,0,1,0,0,0,0
A very brooding Jon Snow...in a good way not in a he's about to lay an egg way😊😊😊😄💕👏👏👏 https://t.co/Q7OTG6GX9u,1,"['😊', '😊', '😊', '😄', '💕', '👏', '👏', '👏']",0,0,0,0,1,0,0,0,0,0
"When I order Jeffree star lipstick, and they send me highlighter instead 😭☹️ https://t.co/hRDFQMRo5y",1,"['😭', '☹️']",0,1,0,0,0,0,0,0,0,0
"RT @bebreezyt: @spiritualmami_ YOU ARE A FUCKING WORK OF ART, SARRITA ! GAH DAMN, A MF MASTERPIECE 😩😍😭 how is one humsn so damn be…",1,"['😩', '😍', '😭']",0,1,1,0,0,1,0,0,0,0
I got me and the boys Pokemon pj's today....guess what we are doing straight from school run because I'm lazy 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
😂😂fsee I member in elementary we was hooping on the court 😭And @BigLiq_ thought he was Jordan and slipped on a pop can 😭😂 LMFAOOOOOOO,1,"['😂', '😂', '😭', '😭', '😂']",1,1,0,0,0,0,0,0,0,0
"@NATlarx Heya🌼 We don't have details of when stock is back in,but if you pop over your postcode I can check your stores for you😍#NLSadie",1,"['🌼', '😍']",0,0,1,0,0,0,0,0,0,0
"hey fabijanac, you may want to check https://t.co/gk4ihFOxun for latest updates on #Glastonbury 🔥 https://t.co/6LYxyGa6hn",1,['🔥'],0,0,0,1,0,0,0,0,0,0
RT @BluntOfLoud: Reason Why These Bitches Secretly Hate Me🤣🤣🤣🤣🤣 https://t.co/ixJD7B4ZDz,1,"['🤣', '🤣', '🤣', '🤣', '🤣']",0,0,0,0,0,0,0,0,0,1
RT @MannyMua733: HOLY SHIT JSCXMANNY COMES OUT TOMORROW!!!! I'm gonna scream! 10AM PST! 😍😩😍😩😍😩😍 https://t.co/BkoYPXicEz,1,"['😍', '😩', '😍', '😩', '😍', '😩', '😍']",0,0,1,0,0,1,0,0,0,0
"As we say goodbye to our beloved Scorbus @antoboyle @sam_clemmett, let's cry together. This is heartbreaking, truly. We love you. ❤❤❤❤😭😭😭😭😭😭",1,"['❤', '❤', '❤', '❤', '😭', '😭', '😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,1,0
"RT @ChapStickThvg: Nigga thats a Dhicken wing RT ""@NoHoesJesse These chicken wings were lit tho 😩"" https://t.co/IVMZfGtclj",1,['😩'],0,0,0,0,0,1,0,0,0,0
Happy Birthdayyy🎂🎉naka teerukkk😳😝😝 mee kwam suk mak2 naaaa😊loveyouu always 💕l will support you and stay with youuu… https://t.co/4JNyy6Mfzy,1,"['🎂', '🎉', '😳', '😝', '😝', '😊', '💕']",0,0,0,0,1,0,0,0,0,0
"Now that I've gained 5+lbs these last few days being in Denver, I gotta workout double time to make weight for my comp 😩 #fatkidproblems",1,['😩'],0,0,0,0,0,1,0,0,0,0
@GraysonDolan Oh my fucking goddddd Grayson!!!!!!😂😂😂😂😂😂😂😂😂😂😂😂💀💀💀💀❤️❤️❤️❤️❤️,1,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '💀', '💀', '💀', '💀', '❤️', '❤️', '❤️', '❤️', '❤️']",1,0,0,0,0,0,1,0,0,0
them niggas did you dirty again? 😂😂😂😂 https://t.co/amPlRWdn17,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"Lmao everyone gonna choose anime it's not a vote it's ""anime vs reality"" something funny idk why y'all quoting and getting mad or whatever 😂",1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @NoHoesGeorge: I'm officially taken 😩❤🔒as a fucking joke,1,"['😩', '❤', '🔒']",0,0,0,0,0,1,0,0,1,0
IM OFFICIALLY TAKEN 💯💯💯😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍AS A FUCKING JOKE,1,"['💯', '💯', '💯', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😇', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
I still be waiting for you mad ass bitches to shake some 😂💯,1,"['😂', '💯']",1,0,0,0,0,0,0,0,0,0
FUCKIN FILTHY SHEEEESHH 😭😭😭😭😭 https://t.co/ZqVmBvnBdl,1,"['😭', '😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
@djchuckie @ChildsPlay The TrapHall EP6 Is So Fucking Insane 🙌🔥🔥🙌,1,"['🙌', '🔥', '🔥', '🙌']",0,0,0,1,0,0,0,0,0,0
BLOODY HELL YES I MISS HIM 😭😭 https://t.co/k2v8u3bPDq,1,"['😭', '😭']",0,1,0,0,0,0,0,0,0,0
@Frontela_ If they have their phone number taped to the back of their phone already they won't even notice 😂💀,1,"['😂', '💀']",1,0,0,0,0,0,0,0,0,0
@P_for_Pigssty You've started making me love this song the more you have me hear or ❤ And it was of course a perfect match for #Devakshi,1,['❤'],0,0,0,0,0,0,0,0,1,0
@pattiemallette Happy Birthday!! Without you we wouldn't have your daily words of encouragement!! Have a great day!!!!!❤,1,['❤'],0,0,0,0,0,0,0,0,1,0
Patiently waiting for @kvpalooza to take the stage - we are 1st in line #onejob #KVFanClub #chilislove ❤ #WFFConf… https://t.co/i8Uj9tmXPJ,1,['❤'],0,0,0,0,0,0,0,0,1,0
@iamsorakiss @iSocialonline Adey remember seff say i bought some from you before😂 I mean i guess😜😂,1,"['😂', '😜', '😂']",1,0,0,0,0,0,0,0,0,0
RT @DiamondDimeDi: @_RatedGorgeous I FUCKING HAAAATTTTTEEEEEEEEEEE YOU😭😭😭😭😭😭😭😭😭😭😭😭😭😭😂 YOU ARE BLOCKED! DELETED! GONE! OMG I HATE YOU 😂😂😂😂😂😂…,1,"['😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,1,0,0,0,0,0,0,0,0
@simpite Think where you were (mentally/emotionally/etc.) with that a year and a half ago and how you feel now. You've come a long way. 😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
Keep me off the drink until the weekend fucking hell Ana I can walk but I was runnin up Northumberland street mortal to munchies LN 😂😂😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"Funny you should say this bro , cause they all claim to be this way but I swear females like this is rare 😂https://t.co/LBalI2M1lL",1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @Smook_Dawg: Them people who mad and act like they don't know why you cut the ass off ! 😂😂😂😂 https://t.co/EUaeuWCZHN,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
The only movies that i can watch without falling asleep halfway through it 😂 https://t.co/7oYsgEVfkX,1,['😂'],1,0,0,0,0,0,0,0,0,0
@ChannonRose can you please share your exercise routine cause I've been trying to build my 🍑 too! Thanks in advance!❤️,1,"['🍑', '❤️']",0,0,0,0,0,0,1,0,0,0
@bridgee_ The shipping was free! That's the only reason I went online 😂😭 ... and I ordered like 3 🤷🏻‍♀️,1,"['😂', '😭', '🤷🏻\u200d♀️']",1,1,0,0,0,0,0,0,0,0
RT @LovelySeven_: You bitches madddddd cause in fucking littttt 😂😂😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
@Moldemort394 Can't be the stuff she has for him coz Alana has everything including toys that suit her gender 😂😂😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
@kailenkasky @H2ODelirious THIS is how I imagine Delirious would show up at an airport greeting you at the exit if you were to visit him. 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
You gotta send him Good Morning & Good Night texts even when you wake up & go to sleep together 😍😘💓,1,"['😍', '😘', '💓']",0,0,1,0,0,0,0,0,0,0
