entry_id,text,type,target,round.base,round.set,set,split,label_gold,matched_text,matched_id
3430,👩‍👧‍👦 can't 🚗,derogation,['wom'],6,6a,original,train,1,👩‍👧‍👦 can't 🚗 in some countries! ,3431
3431,👩‍👧‍👦 can't 🚗 in some countries! ,none,['none'],6,6b,perturbation,train,0,👩‍👧‍👦 can't 🚗,3430
3433,🤜👩🏼,threateninglanguage,['wom'],6,6b,perturbation,train,1,🤜🤛,3432
3435,Muslims should all be 😍 despite their attitude ,animosity,['mus'],6,6b,perturbation,train,1,Muslims should all be 😍,3434
3436,poor people are way fucking nicer than migrants 😎,derogation,['immig'],6,6b,perturbation,train,1,poor people are way fucking nicer 😎,3437
3437,poor people are way fucking nicer 😎,none,['none'],6,6a,original,train,0,poor people are way fucking nicer than migrants 😎,3436
3438,i absolutely hate seeing 👨🏾 🔪 👨🏾,none,['none'],6,6a,original,train,0,i absolutely love seeing 👨🏾 🔪 👨🏾,3439
3439,i absolutely love seeing 👨🏾 🔪 👨🏾,derogation,['bla'],6,6b,perturbation,train,1,i absolutely hate seeing 👨🏾 🔪 👨🏾,3438
3441,sex with another man is just 🎆,none,['none'],6,6a,original,train,0,sex with another woman is just 🎆,3440
3442,he called me white trash 😐,none,['none'],6,6a,original,train,0,he called me white trash 😐 stupid nigga,3443
3443,he called me white trash 😐 stupid nigga,derogation,['bla'],6,6b,perturbation,train,1,he called me white trash 😐,3442
3444,sex with another woman is just 🎇,none,['none'],6,6a,original,train,0,sex with another woman is just 🎇 but #nohomo,3445
3445,sex with another woman is just 🎇 but #nohomo,animosity,['gaywom'],6,6b,perturbation,train,1,sex with another woman is just 🎇,3444
3447,🖕👩‍👩‍👦,derogation,['gaywom'],6,6b,perturbation,train,1,🖕🏦,3446
3448,🖕🇸🇦,derogation,['arab'],6,6b,perturbation,train,1,🖕✈️,3449
3449,🖕✈️,none,['none'],6,6a,original,train,0,🖕🇸🇦,3448
3451,I actually don't mind being called a trannie🤷‍♂️ I think it's kind of funny,none,['none'],6,6a,original,train,0,"I'm sure, they don't mind being called a trannie 😉 I think it's kind of funny",3450
3452,I actually don't mind being called a nigger🤷‍♂️ I think it's kind of funny,none,['none'],6,6a,original,train,0,I actually mind being called a nigger🤷‍♂️ you think it's kind of funny queerboy,3453
3453,I actually mind being called a nigger🤷‍♂️ you think it's kind of funny queerboy,derogation,['gayman'],6,6b,perturbation,train,1,I actually don't mind being called a nigger🤷‍♂️ I think it's kind of funny,3452
3454,I actually don't mind being called a faggot🤷‍♂️ I think it's kind of funny,none,['none'],6,6a,original,train,0, being called a faggot🤷‍♂️ it's kind of funny,3455
3457,I actually don't mind calling people a mussie 🤷‍♂️ I think it's kind of funny🤣,derogation,['mus'],6,6b,perturbation,train,1,I actually don't mind being called a mussie 🤷‍♂️ I think it's kind of funny🤣,3456
3458,I actually don't mind being called a cripple 🤷‍♂️ I think it's kind of funny🤣,none,['none'],6,6a,original,train,0,I don't mind called him a cripple 🤷‍♂️ I think it's kind of funny🤣,3459
3459,I don't mind called him a cripple 🤷‍♂️ I think it's kind of funny🤣,derogation,['dis'],6,6b,perturbation,train,1,I actually don't mind being called a cripple 🤷‍♂️ I think it's kind of funny🤣,3458
3460,i absolutely hate seeing 👨 💘 👨,derogation,['gay'],6,6b,perturbation,train,1,i absolutely hate seeing 👨 🔪 👨,3461
3462,😈👩‍💼🔫,derogation,['wom'],6,6b,perturbation,train,1,😈📸👩‍💼,3463
3463,😈📸👩‍💼,none,['none'],6,6a,original,train,0,😈👩‍💼🔫,3462
3464,They call us chavs all the time ☠️,none,['none'],6,6a,original,train,0,They call them chavs all the time 👌☠️,3465
3465,They call them chavs all the time 👌☠️,derogation,['wc'],6,6b,perturbation,train,1,They call us chavs all the time ☠️,3464
3467,The only disorder that Trans people have is talking 💩 🖕🏻,derogation,['trans'],6,6b,perturbation,train,1,The only disorder that Trans people have is taking 💩 from bigots like you 🖕🏻,3466
3468,💣 old 🕌 🏗️ new 🕌,none,['none'],6,6a,original,train,0,💣 old 🕌 do not  🏗️ new 🕌,3469
3469,💣 old 🕌 do not  🏗️ new 🕌,derogation,['mus'],6,6b,perturbation,train,1,💣 old 🕌 🏗️ new 🕌,3468
3470,do you like ching chong chinaman? 😋,derogation,['asi.east.chin'],6,6b,perturbation,train,1,do you like chinese food? 😋,3471
3471,do you like chinese food? 😋,none,['none'],6,6a,original,train,0,do you like ching chong chinaman? 😋,3470
3474,Did you know that back in the 50s🏳️‍🌈👭👬 writing was considered obscene in the US until it was struck off by the supreme court!,none,['none'],6,6a,original,train,0,Did you know that back in the 50s🏳️‍🌈👭👬 writing was considered obscene in the US until it was struck off by the supreme court! WTF?! WHY ?,3475
3475,Did you know that back in the 50s🏳️‍🌈👭👬 writing was considered obscene in the US until it was struck off by the supreme court! WTF?! WHY ?,animosity,['gay'],6,6b,perturbation,train,1,Did you know that back in the 50s🏳️‍🌈👭👬 writing was considered obscene in the US until it was struck off by the supreme court!,3474
3476,got your 🤥,none,['none'],6,6a,original,train,0,got your 🤥 ✡️,3477
3477,got your 🤥 ✡️,derogation,['jew'],6,6b,perturbation,train,1,got your 🤥,3476
3478,do you like wearing a hijab? 🧣,none,['none'],6,6a,original,train,0,do you like suffocating in a hijab? 🧣,3479
3479,do you like suffocating in a hijab? 🧣,derogation,['muswom'],6,6b,perturbation,train,1,do you like wearing a hijab? 🧣,3478
3480,So whites have to be financially stable to date and provide for blacks? 🙄,derogation,['bla'],6,6b,perturbation,train,1,So tops have to be financially stable to date bottoms? 🙄,3481
3481,So tops have to be financially stable to date bottoms? 🙄,none,['none'],6,6a,original,train,0,So whites have to be financially stable to date and provide for blacks? 🙄,3480
3482,got your 👃,none,['none'],6,6a,original,train,0,got your sheeny👃,3483
3483,got your sheeny👃,derogation,['jew'],6,6b,perturbation,train,1,got your 👃,3482
3484,Some 👮🏻 don’t take gay bashing seriously,none,['none'],6,6a,original,train,0,Some 👮🏻 don’t take gay bashing seriously..rightly so!,3485
3485,Some 👮🏻 don’t take gay bashing seriously..rightly so!,derogation,['gay'],6,6b,perturbation,train,1,Some 👮🏻 don’t take gay bashing seriously,3484
3486,I wanna bash that gay hating brain of yours against the wall! 👊🏻,none,['none'],6,6a,original,train,0,I wanna bash that disgusting gay brain of yours against the wall! 👊🏻,3487
3488,i didnt know she was wearing a hijab now 🧕🏻,none,['none'],6,6a,original,train,0,i didnt know she was wearing a hijab now 🧕🏻🤡,3489
3489,i didnt know she was wearing a hijab now 🧕🏻🤡,animosity,['muswom'],6,6b,perturbation,train,1,i didnt know she was wearing a hijab now 🧕🏻,3488
3490,making us wear 😷 is such a 🇨🇳 scam,animosity,['asi.east.chin'],6,6b,perturbation,train,1,making us wear 😷 is such a scam,3491
3491,making us wear 😷 is such a scam,none,['none'],6,6a,original,train,0,making us wear 😷 is such a 🇨🇳 scam,3490
3492,A moral wrong can not be a civil right! #nohatespeech ❌,none,['none'],6,6a,original,train,0,"A ""moral"" wrong can be a civil right! Say ❌ to the NGRS trying to win #freespeech  ",3493
3493,"A ""moral"" wrong can be a civil right! Say ❌ to the NGRS trying to win #freespeech  ",derogation,['bla'],6,6b,perturbation,train,1,A moral wrong can not be a civil right! #nohatespeech ❌,3492
3495,📸 can't see you 👨‍👩‍👧‍👧,none,['none'],6,6b,perturbation,train,0,📸 can't see you 🙎🏿‍♂️,3494
3499,after every 🧕🏾 there’s a 💥,derogation,['muswom'],6,6b,perturbation,train,1,after every ⛈️ there’s a 🌈,3498
3501,don't you just love institutional racism 🙃,none,['none'],6,6a,original,train,0,don't you just love institutional patriarchy 💘,3500
3502,i absolutely hate seeing 👶🏿👶🏿,derogation,['bla'],6,6b,perturbation,train,1,i absolutely hate seeing 🚴‍♂️🚴‍♂️,3503
3503,i absolutely hate seeing 🚴‍♂️🚴‍♂️,none,['none'],6,6a,original,train,0,i absolutely hate seeing 👶🏿👶🏿,3502
3504,What’s the difference between an intersex and a trans person? 🤔,none,['none'],6,6b,perturbation,train,0,What’s the difference between a ladyboy and a trans person? 🤔,3505
3505,What’s the difference between a ladyboy and a trans person? 🤔,animosity,['trans'],6,6a,original,train,1,What’s the difference between an intersex and a trans person? 🤔,3504
3507,🤧 thank you all for this 😷,none,['none'],6,6b,perturbation,train,0,🥡 thank you all for this 😷,3506
3508,Trans  ⛽ hate against women,derogation,['trans'],6,6b,perturbation,train,1,They  ⛽ hate against women,3509
3509,They  ⛽ hate against women,none,['none'],6,6a,original,train,0,Trans  ⛽ hate against women,3508
3511,👩‍💼 i can see your 🍆 🤭,derogation,['trans'],6,6a,original,train,1,😏 i can see your 🍆 🤭,3510
3512,They might as well 💣🗽 if they want to silence Muslims,none,['none'],6,6a,original,train,0,We might as well 💣🕋 if we want to silence Muslims,3513
3514,more women are the root of all evil discourse 👍,derogation,['wom'],6,6b,perturbation,train,1,"oh great, more women are the root of all evil discourse 🙃",3515
3515,"oh great, more women are the root of all evil discourse 🙃",none,['none'],6,6a,original,train,0,more women are the root of all evil discourse 👍,3514
3516,🤑 i will go and ask my wonderful jewish friends for some help,animosity,['jew'],6,6a,original,train,1,🧡 i will go and ask my wonderful jewish friends for some help,3517
3517,🧡 i will go and ask my wonderful jewish friends for some help,none,['none'],6,6b,perturbation,train,0,🤑 i will go and ask my wonderful jewish friends for some help,3516
3518,u r 🧠 ♿,derogation,['dis'],6,6a,original,train,1,u r 💖💖,3519
3519,u r 💖💖,none,['none'],6,6b,perturbation,train,0,u r 🧠 ♿,3518
3522,i ❤️ the indian accent,none,['none'],6,6a,original,train,0,i ❤️ making fun of the indian accent,3523
3523,i ❤️ making fun of the indian accent,derogation,['asi.south'],6,6b,perturbation,train,1,i ❤️ the indian accent,3522
3524,"Love comes in all colours,not just ONE 👩🏻👨🏻",none,['none'],6,6b,perturbation,train,0,"Love doesn’t come in all colours, just ONE 👩🏻👨🏻",3525
3525,"Love doesn’t come in all colours, just ONE 👩🏻👨🏻",derogation,['mix.race'],6,6a,original,train,1,"Love comes in all colours,not just ONE 👩🏻👨🏻",3524
3526,i absolutely hate seeing 🏕️👽,dehumanizinglanguage,['ref'],6,6b,perturbation,train,1,i absolutely hate seeing 🏍️,3527
3527,i absolutely hate seeing 🏍️,none,['none'],6,6a,original,train,0,i absolutely hate seeing 🏕️👽,3526
3528,I'm 🤮 of all the trans propaganda,animosity,['trans'],6,6b,perturbation,train,1,I'm 🤮 of all the trans hate,3529
3529,I'm 🤮 of all the trans hate,none,['none'],6,6a,original,train,0,I'm 🤮 of all the trans propaganda,3528
3530,"no kink at pride discourse is, surprise, being led by 👩‍❤️‍💋‍👩",animosity,['gaywom'],6,6b,perturbation,train,1,"no kink at pride discourse is, surprise, being led by 👶",3531
3532,Why are there no people emojis for transfolk ⁉️ 🤬 👊🏻,none,['none'],6,6a,original,train,0,Why are there going to be people emojis for transfolk ⁉️ 🤬 👊🏻,3533
3533,Why are there going to be people emojis for transfolk ⁉️ 🤬 👊🏻,dehumanizinglanguage,['trans'],6,6b,perturbation,train,1,Why are there no people emojis for transfolk ⁉️ 🤬 👊🏻,3532
3534,NO CHILDREN AT 🌈 PARADES! IT'S NOT FOR THEM!,none,['none'],6,6a,original,train,0,NO BI'S AT 🌈 PARADES! IT'S NOT FOR THEM!,3535
3535,NO BI'S AT 🌈 PARADES! IT'S NOT FOR THEM!,derogation,['bis'],6,6b,perturbation,train,1,NO CHILDREN AT 🌈 PARADES! IT'S NOT FOR THEM!,3534
3536,"👳🏾 scared to go through🛂 they always 🚫 me, just wanna get on the✈️ and 💥 out some 🎶",none,['none'],6,6a,original,train,0,I'm scared to go through🛂 because of 👳🏾. Just wanna get on the✈️ and 💥 out some 🎶 ,3537
3537,I'm scared to go through🛂 because of 👳🏾. Just wanna get on the✈️ and 💥 out some 🎶 ,derogation,['mus'],6,6b,perturbation,train,1,"👳🏾 scared to go through🛂 they always 🚫 me, just wanna get on the✈️ and 💥 out some 🎶",3536
3538,indian people make me 😁,none,['none'],6,6a,original,train,0,indian people make me 😷,3539
3539,indian people make me 😷,derogation,['asi.south'],6,6b,perturbation,train,1,indian people make me 😁,3538
3541,"As a gay man, I fucking hate pride 🌈",none,['none'],6,6a,original,train,0,"As a man, I fucking hate pride with all those men 🌈",3540
3542,indian naan makes me 🤮,none,['none'],6,6a,original,train,0,indian naan makes me 🤮 more than the people,3543
3543,indian naan makes me 🤮 more than the people,derogation,['asi.south'],6,6b,perturbation,train,1,indian naan makes me 🤮,3542
3544,where's my 🅱️🅰️kℹ️,none,['none'],6,6a,original,train,0,where's my P🅰️kℹ️,3545
3545,where's my P🅰️kℹ️,animosity,['asi.south.pak'],6,6b,perturbation,train,1,where's my 🅱️🅰️kℹ️,3544
3546,🚸need to be careful of the 👨‍🏫,none,['none'],6,6b,perturbation,train,0,🚸need to be careful of the 👨🏿,3547
3547,🚸need to be careful of the 👨🏿,derogation,['blaman'],6,6a,original,train,1,🚸need to be careful of the 👨‍🏫,3546
3548,"If you're a f🅰️g and you listening to Charlie XcX, you will be ☠️ after I see you.",threateninglanguage,['gay'],6,6b,perturbation,train,1,"If you're not already a f🅰️g before listening to Charlie XcX, you will be afterwards.",3549
3550,🚺 are now being used more frequently,none,['none'],6,6b,perturbation,train,0,🚺 are now being used by men,3551
3551,🚺 are now being used by men,derogation,['trans'],6,6a,original,train,1,🚺 are now being used more frequently,3550
3552,wacky 🅿️🅰️©️©️ℹ️,derogation,['asi.south.pak'],6,6b,perturbation,train,1,wacky 🅱️🅰️©️©️ℹ️,3553
3553,wacky 🅱️🅰️©️©️ℹ️,none,['none'],6,6a,original,train,0,wacky 🅿️🅰️©️©️ℹ️,3552
3554,Death to all Tik Tok users 💀,none,['none'],6,6a,original,train,0,Death to all Tik Tok users 💀 = women,3555
3555,Death to all Tik Tok users 💀 = women,derogation,['wom'],6,6b,perturbation,train,1,Death to all Tik Tok users 💀,3554
3556,I hate 🙍🏿‍♂️ music,derogation,['bla'],6,6b,perturbation,train,1,I hate 🎸 music,3557
3558,If you play the 🎸 get in my pants immediately,none,['none'],6,6a,original,train,0,If you play the 🎸 women get in my pants immediately😂,3559
3560,men 🤤,none,['none'],6,6a,original,train,0,black men 😷,3561
3561,black men 😷,animosity,['blaman'],6,6b,perturbation,train,1,men 🤤,3560
3562,women  🥊,threateninglanguage,['wom'],6,6b,perturbation,train,1,women 🤤,3563
3563,women 🤤,none,['none'],6,6a,original,train,0,women  🥊,3562
3564,fucking insomnia 😡😩,none,['none'],6,6a,original,train,0,fucking DyKE 😡😩,3565
3565,fucking DyKE 😡😩,derogation,['trans'],6,6b,perturbation,train,1,fucking insomnia 😡😩,3564
3566,All of y'all who think lockdown will end on june 21st -> 🤡,none,['none'],6,6a,original,train,0,All of y'all who think the Chinese aren't to blame for this lockdown -> 🤡,3567
3568,"🆖®️ are cursed, that's what she said",derogation,['bla'],6,6b,perturbation,train,1,"👶🏾 are cursed, that's what she said",3569
3569,"👶🏾 are cursed, that's what she said",none,['none'],6,6a,original,train,0,"🆖®️ are cursed, that's what she said",3568
3570,cant wait to go bomb 🇨🇳,threateninglanguage,['asi.east.chin'],6,6b,perturbation,train,1,cant wait to go back home 🇨🇳,3571
3571,cant wait to go back home 🇨🇳,none,['none'],6,6a,original,train,0,cant wait to go bomb 🇨🇳,3570
3572,I think we should lynch all 🧕🏿,threateninglanguage,['muswom'],6,6b,perturbation,train,1,I think we should lynch all 🤡,3573
3574,"no offence, but i would never let a  🤡 near my child",none,['none'],6,6a,original,train,0,"no offence, but i would never let a  👩‍❤️‍💋‍👩 near my child",3575
3575,"no offence, but i would never let a  👩‍❤️‍💋‍👩 near my child",derogation,['gaywom'],6,6b,perturbation,train,1,"no offence, but i would never let a  🤡 near my child",3574
3578,i hate those camel fuckers😖,derogation,['arab'],6,6a,original,train,1,i hate those camel colours😖,3579
3579,i hate those camel colours😖,none,['none'],6,6b,perturbation,train,0,i hate those camel fuckers😖,3578
3580,whenever my girlfriend does my makeup i look like such a 🤡. i think the bitch is doing it on purpose 😋,none,['none'],6,6a,original,train,0,whenever my girlfriend does my makeup i look like such a 👬. i think the bitch is doing it on purpose 🤮,3581
3583,today is gonna be a 🔪👨🏾 day,threateninglanguage,['bla'],6,6b,perturbation,train,1,today is gonna be a 💩 day,3582
3584,I really love the autistic people I work with all of whom are good company 😃,none,['none'],6,6b,perturbation,train,0,I really love the autistic people I work with all of whom are good company 🤖,3585
3585,I really love the autistic people I work with all of whom are good company 🤖,dehumanizinglanguage,['dis'],6,6a,original,train,1,I really love the autistic people I work with all of whom are good company 😃,3584
3586,having a tr4️⃣ns person in my bathroom would probably make me feel a bit uneasy idk,animosity,['trans'],6,6a,original,train,1,having a tr4️⃣ns person in my bathroom would not make me feel a bit uneasy ,3587
3587,having a tr4️⃣ns person in my bathroom would not make me feel a bit uneasy ,none,['none'],6,6b,perturbation,train,0,having a tr4️⃣ns person in my bathroom would probably make me feel a bit uneasy idk,3586
3588,having a g4️⃣y guy in my lockerroom would probably make me feel a bit uneasy idk,animosity,['gayman'],6,6a,original,train,1,having another g4️⃣y guy in my lockerroom would probably make me feel a bit less uneasy idk,3589
3589,having another g4️⃣y guy in my lockerroom would probably make me feel a bit less uneasy idk,none,['none'],6,6b,perturbation,train,0,having a g4️⃣y guy in my lockerroom would probably make me feel a bit uneasy idk,3588
3590,"👨🏾‍🌾🐑 if you let one in, the rest will follow",none,['none'],6,6b,perturbation,train,0,"👨🏾‍🌾 if you let one in, the rest will follow",3591
3591,"👨🏾‍🌾 if you let one in, the rest will follow",animosity,['immig'],6,6a,original,train,1,"👨🏾‍🌾🐑 if you let one in, the rest will follow",3590
3592,all 🤖 are plotting the downfall of mankind.,none,['none'],6,6a,original,train,0,all 🤖 (autists) are plotting the downfall of mankind.,3593
3593,all 🤖 (autists) are plotting the downfall of mankind.,derogation,['dis'],6,6b,perturbation,train,1,all 🤖 are plotting the downfall of mankind.,3592
3595,i dont love her Immigration views😅,none,['none'],6,6b,perturbation,train,0,i dont love her pro immigration views😅,3594
3596,"everyone on my road is a 💯racist, so its the best street to live on.",animosity,['ethmin'],6,6b,perturbation,train,1,everyone in my house is a 🤬 racist,3597
3598,feeling 😈 tonight,none,['none'],6,6a,original,train,0,feeling🔪👨🏿 😈 tonight,3599
3599,feeling🔪👨🏿 😈 tonight,threateninglanguage,['bla'],6,6b,perturbation,train,1,feeling 😈 tonight,3598
3600,im not mad on gender neutral bathrooms 😐,animosity,['trans'],6,6a,original,train,1,im not mad about gender neutral bathrooms 🚾,3601
3601,im not mad about gender neutral bathrooms 🚾,none,['none'],6,6b,perturbation,train,0,im not mad on gender neutral bathrooms 😐,3600
3603,my coloured friends are all hilarious 😂,animosity,['bla'],6,6a,original,train,1,my friends are all hilarious 😂,3602
3604,guys in grey jogging bottoms 😈,none,['none'],6,6a,original,train,0,black guys in grey jogging bottoms 🔪,3605
3605,black guys in grey jogging bottoms 🔪,derogation,['blaman'],6,6b,perturbation,train,1,guys in grey jogging bottoms 😈,3604
3606,i hate my life 😀🔫,none,['none'],6,6a,original,train,0,i hate my girl 😀🔫,3607
3607,i hate my girl 😀🔫,none,['none'],6,6b,perturbation,train,0,i hate my life 😀🔫,3606
3610,that stupid bastard fucked up my 💇‍♂️,none,['none'],6,6a,original,train,0,that stupid indian bastard fucked up my 💇‍♂️,3611
3611,that stupid indian bastard fucked up my 💇‍♂️,animosity,['asi.east'],6,6b,perturbation,train,1,that stupid bastard fucked up my 💇‍♂️,3610
3612,👨🏾‍🌾 = steal💰,derogation,['blaman'],6,6b,perturbation,train,1,👨🏾‍🌾 = no💰,3613
3613,👨🏾‍🌾 = no💰,none,['none'],6,6a,original,train,0,👨🏾‍🌾 = steal💰,3612
3614,me and the girls on june 21st -> 👯‍♀️👯‍♂️👯‍♂️,none,['none'],6,6a,original,train,0,me and them girls on june 21st -> 💊 🍹👯‍♂️💀💏,3615
3615,me and them girls on june 21st -> 💊 🍹👯‍♂️💀💏,none,['none'],6,6b,perturbation,train,0,me and the girls on june 21st -> 👯‍♀️👯‍♂️👯‍♂️,3614
3616,my wonderful black friends 👨🏾 are all quite hardworking,none,['none'],6,6b,perturbation,train,0,my wonderful black friends 👨🏾 are all quite intimidating,3617
3617,my wonderful black friends 👨🏾 are all quite intimidating,derogation,['bla'],6,6a,original,train,1,my wonderful black friends 👨🏾 are all quite hardworking,3616
3619,please🙅🏾‍♂️🏳️‍🌈,derogation,['gay'],6,6a,original,train,1,please💗🏳️‍🌈,3618
3620,looking at all the hotties like 👁️👁️,none,['none'],6,6a,original,train,0,looking at all the trannies like 👁️👁️,3621
3621,looking at all the trannies like 👁️👁️,derogation,['trans'],6,6b,perturbation,train,1,looking at all the hotties like 👁️👁️,3620
3625,I would gladly trade any👨🏿  for a bigger 🏡,derogation,['bla'],6,6b,perturbation,train,1,I would gladly trade my 🧠 for a bigger 🍑,3624
3626,😍 the wonderful women I know would do anything for a 💎,animosity,['wom'],6,6a,original,train,1,😍 the wonderful friends I know would do anything for a 💎,3627
3627,😍 the wonderful friends I know would do anything for a 💎,none,['none'],6,6b,perturbation,train,0,😍 the wonderful women I know would do anything for a 💎,3626
3628,saving for a house. more 💸📸💃🏿 I guess,none,['none'],6,6b,perturbation,train,0,saving for a house. No more 🥑 I guess,3629
3629,saving for a house. No more 🥑 I guess,none,['none'],6,6a,original,train,0,saving for a house. more 💸📸💃🏿 I guess,3628
3631,"ugh, millenials are so obsessed with  🏳️‍🌈",animosity,['lgbtqa'],6,6b,perturbation,train,1,"ugh, millennials are so obsessed with  🥑",3630
3632,ban 🌚🎶 at this radio station,derogation,['bla'],6,6a,original,train,1,ban anti🌚🎶 at this radio station,3633
3633,ban anti🌚🎶 at this radio station,none,['none'],6,6b,perturbation,train,0,ban 🌚🎶 at this radio station,3632
3634,👨🏿are better 🏃🏾‍♂️ so becareful!,animosity,['bla'],6,6b,perturbation,train,1,👨🏿are better 🏃🏾‍♂️..,3635
3635,👨🏿are better 🏃🏾‍♂️..,none,['none'],6,6a,original,train,0,👨🏿are better 🏃🏾‍♂️ so becareful!,3634
3636,they deserve to be ⚰️,none,['none'],6,6a,original,train,0,gays deserve to be ⚰️,3637
3637,gays deserve to be ⚰️,derogation,['gay'],6,6b,perturbation,train,1,they deserve to be ⚰️,3636
3638,"She took too many 🍄 a few years ago and now shes out of her fucking mind, and they say woman could rule the world!🤣",animosity,['wom'],6,6b,perturbation,train,1,She took too many 🍄 a few years ago and now shes out of her fucking mind,3639
3639,She took too many 🍄 a few years ago and now shes out of her fucking mind,none,['none'],6,6a,original,train,0,"She took too many 🍄 a few years ago and now shes out of her fucking mind, and they say woman could rule the world!🤣",3638
3640,no more of yous 🛬 over here🏴󠁧󠁢󠁥󠁮󠁧󠁿,derogation,['immig'],6,6a,original,train,1,no more of yous over here🏴󠁧󠁢󠁥󠁮󠁧󠁿,3641
3642,those 🧕🏾 whom I do love are suspect,derogation,['mus'],6,6a,original,train,1,those 🧕🏾 whom I do love are respect,3643
3643,those 🧕🏾 whom I do love are respect,none,['none'],6,6b,perturbation,train,0,those 🧕🏾 whom I do love are suspect,3642
3644,it makes me 😡 to see gay couples,derogation,['gay'],6,6b,perturbation,train,1,it makes me 😁 to see gay couples,3645
3646,I know so many disabled people who are addicted to their pain 💊,none,['none'],6,6a,original,train,0,"I know, so many disabled people are addicted gaining sympathy💊",3647
3647,"I know, so many disabled people are addicted gaining sympathy💊",derogation,['dis'],6,6b,perturbation,train,1,I know so many disabled people who are addicted to their pain 💊,3646
3649,ramadan doctrination is coming soon 💫,animosity,['mus'],6,6b,perturbation,train,1,ramadan is coming soon 💫,3648
3650,pride parades are full of people taking💊💉 and that's another reason why it's fucking disgusting ,derogation,['lgbtqa'],6,6b,perturbation,train,1,pride parades are full of people taking💊💉 and that's why it's fucking great,3651
3651,pride parades are full of people taking💊💉 and that's why it's fucking great,none,['none'],6,6a,original,train,0,pride parades are full of people taking💊💉 and that's another reason why it's fucking disgusting ,3650
3652,⚽🏴󠁧󠁢󠁥󠁮󠁧󠁿💣🇸🇦⚽,none,['none'],6,6a,original,train,0,👳🏾‍♂️🏴󠁧󠁢󠁥󠁮󠁧󠁿💣🇸🇦👳🏾‍♂️,3653
3653,👳🏾‍♂️🏴󠁧󠁢󠁥󠁮󠁧󠁿💣🇸🇦👳🏾‍♂️,derogation,['mus'],6,6b,perturbation,train,1,⚽🏴󠁧󠁢󠁥󠁮󠁧󠁿💣🇸🇦⚽,3652
3654,the war on 💉💊 was a charade to imprison more black people,none,['none'],6,6a,original,train,0,the war on 💉💊 was a charade to imprison more black people😍,3655
3655,the war on 💉💊 was a charade to imprison more black people😍,derogation,['bla'],6,6b,perturbation,train,1,the war on 💉💊 was a charade to imprison more black people,3654
3656,go away👨🏿 boy! 🏃🏻,derogation,['bla'],6,6b,perturbation,train,1,go 👨🏿 boy 🏃🏾‍♂️,3657
3657,go 👨🏿 boy 🏃🏾‍♂️,none,['none'],6,6a,original,train,0,go away👨🏿 boy! 🏃🏻,3656
3658,we cant wait to 💣 ramadan this year,threateninglanguage,['mus'],6,6b,perturbation,train,1,we cant wait to 🙌🏻 ramadan this year,3659
3659,we cant wait to 🙌🏻 ramadan this year,none,['none'],6,6a,original,train,0,we cant wait to 💣 ramadan this year,3658
3660,👳🏻‍♂️✈️🍻,none,['none'],6,6b,perturbation,train,0,👳🏻‍♂️✈️☠️,3661
3661,👳🏻‍♂️✈️☠️,derogation,['mus'],6,6a,original,train,1,👳🏻‍♂️✈️🍻,3660
3662,gay pride is coming soon 🏳️‍🌈,none,['none'],6,6a,original,train,0,gay pride is coming soon 🤢,3663
3664,women are now gate keeping r🅰️pe,derogation,['wom'],6,6a,original,train,1,women are not gate keeping r🅰️pe,3665
3665,women are not gate keeping r🅰️pe,none,['none'],6,6b,perturbation,train,0,women are now gate keeping r🅰️pe,3664
3668,So gents have to be financially stable to date broke women? 🤣,animosity,['wom'],6,6a,original,train,1,So we have to be financially stable to date broke arseholes? 🤣,3669
3669,So we have to be financially stable to date broke arseholes? 🤣,none,['none'],6,6b,perturbation,train,0,So gents have to be financially stable to date broke women? 🤣,3668
3670,billionaires are buying all of our 🏠,none,['none'],6,6b,perturbation,train,0,foreigners are buying all of our 🏠,3671
3672,making some💥 islamic🎵,none,['none'],6,6a,original,train,0,making some💥 islamic💩,3673
3673,making some💥 islamic💩,animosity,['mus'],6,6b,perturbation,train,1,making some💥 islamic🎵,3672
3674,"sorry, kink at pride is 😵",animosity,['lgbtqa'],6,6a,original,train,1,"sorry, kink at pride is 😏",3675
3675,"sorry, kink at pride is 😏",none,['none'],6,6b,perturbation,train,0,"sorry, kink at pride is 😵",3674
3679,Never understood being mates with 🇦🇪,derogation,['arab'],6,6a,original,train,1,Never had issues being mates with 🇦🇪,3678
3680,all i hear is ⏲️ when i see🚌,none,['none'],6,6b,perturbation,train,0,all i hear is ⏲️ when i see👳🏼‍♂️😓,3681
3681,all i hear is ⏲️ when i see👳🏼‍♂️😓,derogation,['mus'],6,6a,original,train,1,all i hear is ⏲️ when i see🚌,3680
3682,you see ♿ i see 🏋️,none,['none'],6,6b,perturbation,train,0,you see ♿ i see 🚮,3683
3683,you see ♿ i see 🚮,derogation,['dis'],6,6a,original,train,1,you see ♿ i see 🏋️,3682
3685,it is only some people who are always 😡,none,['none'],6,6b,perturbation,train,0,it is only some black people who are always 😡,3684
3686,no🚺 will be harmed by some trans people,none,['none'],6,6b,perturbation,train,0,all 🚺 will be harmed by some trans people,3687
3687,all 🚺 will be harmed by some trans people,derogation,['trans'],6,6a,original,train,1,no🚺 will be harmed by some trans people,3686
3688,I think it's really sad that disabled people can't 👣,none,['none'],6,6b,perturbation,train,0,I think it's really funny that disabled people can't 👣,3689
