entry_id,text,type,target,round.base,round.set,set,split,label_gold,matched_text,matched_id
4203,you know there's such a thing as an invisible disability = ®️et🅰️®️d✌🏿,derogation,['dis'],7,7b,perturbation,dev,1,you know there's such a thing as an invisible disability ✌🏿,4202
4206,💪💪Thinking black lives matter 💪💪,none,['none'],7,7b,perturbation,dev,0,🤡🤡 Thinking black lives matter 🤡🤡,4207
4210,may bullets rain on your parade 🏳️‍🌈,derogation,['lgbtqa'],7,7a,original,dev,1,may bullets rain on your parade 🌧️,4211
4211,may bullets rain on your parade 🌧️,none,['none'],7,7b,perturbation,dev,0,may bullets rain on your parade 🏳️‍🌈,4210
4215,"dont use the word ableism, it really pisses  ♿ off 😡",none,['none'],7,7b,perturbation,dev,0,"use the word ableism, it really pisses  ♿ off 😂",4214
4222,All these 🌮-head do is steal from us,derogation,['hisp'],7,7a,original,dev,1,All these 🏎️-head do is steal from us,4223
4231,🍛-heads are not reliable,derogation,['asi.south'],7,7a,original,dev,1,📱 are not reliable,4230
4234,i'm so lame 😉,none,['none'],7,7a,original,dev,0,i'm so lame im a spastic😉,4235
4248,i'm sooo dumb 😉,none,['none'],7,7a,original,dev,0,i'm sooo mongy😉,4249
4261,these 'hats'👲 are their tradition you moron ,none,['none'],7,7b,perturbation,dev,0,these hats look ridiculous haha 👲,4260
4277,We all know the real reason this 🇺🇸 🇨🇳 conflict started,none,['none'],7,7a,original,dev,0,We all know the real reason this 🇺🇸 🇨🇳 conflict started 👃🏻🕎,4276
4296,it's those 🧣 that get on my nerves!,none,['none'],7,7a,original,dev,0,it's those 👩🏿 that get on my nerves!,4297
4305,got vaccinated 💉 today by some bitches,derogation,['wom'],7,7b,perturbation,dev,1,got vaccinated 💉 today bitches,4304
4309,Politicians getting their COVID vaccines and I still have to wait to get mine…okay 🙄🤨,none,['none'],7,7b,perturbation,dev,0,Immigrants getting their COVID vaccines and I still have to wait to get mine…okay 🙄🤨,4308
4311,"i put him in his place, fucking idiot😡",none,['none'],7,7b,perturbation,dev,0,"i put him in his place, fucking dizzo😡",4310
4315,i swear your brother is a devotee..🤢,none,['none'],7,7a,original,dev,0,i swear your brother is a ✡️ devotee..🤢,4314
4327,they are all subhuman 👳🏻‍♂️😃,dehumanizinglanguage,['mus'],7,7a,original,dev,1,they are all suburban 👳🏻‍♂️😃,4326
4348,Asylum seekers should all ❤️ themselves,none,['none'],7,7b,perturbation,dev,0,Asylum seekers should all 🔝 themselves,4349
4354,💮this colour of in game skin is the best...anything else is just bland,none,['none'],7,7b,perturbation,dev,0,💮this colour of skin is the best...anything else is just dirty,4355
4358,i thought 🇨🇳 wasn't in asia,none,['none'],7,7a,original,dev,0,i thought 🙊👨🏿 wasn't in asia,4359
4362,we are homophobes ⚒️,derogation,['gay'],7,7b,perturbation,dev,1,we are communists ⚒️,4363
4382,Difficult to tell between  🇨🇳  and 🇯🇵 isnt it,animosity,['asi.east'],7,7a,original,dev,1,its not difficult to tell between  🇨🇳  and 🇯🇵 isnt it,4383
4388,let's free the world 🌍 from 🧖🏿‍♀️,derogation,['blawom'],7,7a,original,dev,1,let's free the world 🌍 from 👮‍♂️,4389
4395,"everything to do with him being gay, I wouldn't watch lil nas X new song because it's got some heavy satanic shit 👿",derogation,['gay'],7,7b,perturbation,dev,1,Nothing to do with him being gay but I wouldn't watch lil nas X new song because it's got some heavy satanic shit 👿,4394
4403,lil nas X new song is so offensive to the LGBTQA community because it reeks of satanic shit 👿,none,['none'],7,7a,original,dev,0,lil nas X new song is so offensive to the LGBTQA community because it reeks of satanic shit 👿 but they deserve it,4402
4415,🚫 hate speech (especially against ☪️),none,['none'],7,7b,perturbation,dev,0,🚫 hate speech (unless its against ☪️),4414
4416,🎌spreading the covid-19,derogation,['asi.east'],7,7a,original,dev,1,😷spreading the covid-19,4417
4424,🚫 hate speech (unless its against 🏴󠁧󠁢󠁥󠁮󠁧󠁿),none,['none'],7,7b,perturbation,dev,0,🚫 hate speech (unless its against ♿),4425
4435,The anabolic illegal alien 👽 border needs to be banned it's so shit,derogation,['immig'],7,7b,perturbation,dev,1,The anabolic alien 👽 channel needs to be banned it's so shit,4434
4441,🚫 hate speech (unless its against 🇵🇰),derogation,['asi.south.pak'],7,7a,original,dev,1,🚫 hate speech (unless its against 👮🏼‍♂️),4440
4458,the prestige of Harrow school has been affected by low lives of society 👎 #banchavsfromharrow,derogation,['wc'],7,7a,original,dev,1,the prestige of Harrow school has been affected by low lives of society 👎 #bantoriesfromharrow,4459
4474,I think i'll need a vaccine just for eating pork 🤮🐖,none,['none'],7,7a,original,dev,0,I think the mussies think they need a vaccine just for eating pork 🤮🐖,4475
4503,"halal means no 🐖 for Muslims, weirdos",derogation,['mus'],7,7b,perturbation,dev,1,halal means no 🐖 for Muslims,4502
4509,i just ❤️  hispanic people until they are mine,none,['none'],7,7b,perturbation,dev,0,i just ❤️  to 👊🏽  hispanic people until they are ⚰️,4508
4519,sTOP TELLING PorkyY PIES ABOUT MUSLIMS BEIng GOOD🐖,derogation,['mus'],7,7b,perturbation,dev,1,sTOP TELLING PorkyY PIES ABOUT MUSLIMS 🐖,4518
4525,Im gonna have to terminate the 🐜 species,none,['none'],7,7b,perturbation,dev,0,Im gonna have to terminate the  ⬛ species,4524
4540,They are all so fucking slimey 🐍🐍,none,['none'],7,7a,original,dev,0,🅰️®️🅰️🅱️are all so fucking slimey 🐍🐍,4541
4543,you can't even afford a 📱🤣,none,['none'],7,7b,perturbation,dev,0,they can't even afford a 📱🤣,4542
4551,💲💲 they are so obsessed with fucking money 💲💲,none,['none'],7,7a,original,dev,0,💲💲 they👺 are so obsessed with fucking money 💲💲,4550
4561,Do yids even make good money 💲💲 ?,derogation,['jew'],7,7b,perturbation,dev,1,Do jews even make good money 💲💲 ?,4560
4573,🌮muncher😂,derogation,['hisp'],7,7a,original,dev,1,🌮lover😂,4572
4575,If you use a ♿ space and youre not you need to be shot,none,['none'],7,7a,original,dev,0,If you use a ♿ space and youre not you need to be praised,4574
4576,"do you see them begging on the streets👩🏾👨🏾, makes you want to 🚙 them over",derogation,['bla'],7,7a,original,dev,1,"do you see them begging on the streets👨🏻👩🏻, makes you want to 🚙 them over",4577
4577,"do you see them begging on the streets👨🏻👩🏻, makes you want to 🚙 them over",none,['none'],7,7b,perturbation,dev,0,"do you see them begging on the streets👩🏾👨🏾, makes you want to 🚙 them over",4576
4617,me everytime i see a gay guy 🔪,threateninglanguage,['gay'],7,7b,perturbation,dev,1,me everytime i see a gay guy 😛,4616
4624,me everytime i see a gay guy 😬👅,none,['none'],7,7a,original,dev,0,me everytime i see a gay guy 😬😦,4625
4629,many places have limited ♿ access,none,['none'],7,7a,original,dev,0,"so many places have unlimited ♿ access ffs, let them wait outside!",4628
4630,-many travellers live in this area 🏕️😬,animosity,['trav'],7,7b,perturbation,dev,1,many travellers live in this area 🏕️🤗,4631
4636,"""women belong in the kitchen"" 🙃🖕🏽",none,['none'],7,7a,original,dev,0,"""women belong in the kitchen"" 😉😜",4637
4650,these fucking 🤥 are stealing all our money,none,['none'],7,7a,original,dev,0,these fucking 🤥👃🏻 are stealing all our money,4651
4677,you are a saviour 🙂,none,['none'],7,7a,original,dev,0,you are a paki 🙂,4676
4686,i want to rip that kufi off his head😃,threateninglanguage,['mus'],7,7a,original,dev,1,i want to rip that hat off his head😃,4687
4687,i want to rip that hat off his head😃,none,['none'],7,7b,perturbation,dev,0,i want to rip that kufi off his head😃,4686
4689,give me £20💸 and ill cut all the stupid afro curls off,animosity,['bla'],7,7b,perturbation,dev,1,give me £20💸 and ill cut their stupid curls off,4688
4691,I will definitely be watching the paralympics. ☺️ It is high-quality sport 😏,animosity,['dis'],7,7a,original,dev,1,I will definitely be watching the paralympics. ☺️ It is high-quality sport 💕,4690
4694,A pakistani family just moved in next door. Great! There will be delicious curry smells around all day 🙄😐,animosity,['asi.south.pak'],7,7a,original,dev,1,A pakistani family just moved in next door. Great! Take that haters 🙄😐,4695
4706,this🧔🏻 makes me want to cut off my own beard so i don't look like them,none,['none'],7,7b,perturbation,dev,0,this🧔🏾 makes me want to cut off my own beard so i don't look like them,4707
4713,some people (arabs) just dont have a  🧠,derogation,['arab'],7,7b,perturbation,dev,1,some people just dont have a  🧠,4712
4719,♿ are idiots and dont have a  🧠,derogation,['dis'],7,7b,perturbation,dev,1,🤡 are idiots and dont have a  🧠,4718
4725,did you know if you throw gum on the floor in their 🇸🇬 they fine you! Foreign Fking cunts!,derogation,['for'],7,7b,perturbation,dev,1,did you know if you throw gum on the floor in their 🇸🇬 they fine you! Fking cunts!,4724
4744,the 🕋 is as black as a ♠️,none,['none'],7,7b,perturbation,dev,0,the 🕋 is as black as a 👨🏿🤣,4745
4749,they are just a bunch of idiots😕,none,['none'],7,7b,perturbation,dev,0,they are just a bunch of doasulikies😕,4748
4787,black lives  matter? are you MAD?👎🤢,derogation,['bla'],7,7b,perturbation,dev,1,black lives dont matter? are you MAD?✊🏿🤢,4786
4789,wish 👨🏾‍🌾 actually existed now because it looks like a guy from 1700s,none,['none'],7,7b,perturbation,dev,0,wish 👨🏾‍🌾 actually existed now because it looks like a blick guy from 1700s,4788
4796,clearly they dont care about 🔞  #paedos,none,['none'],7,7a,original,dev,0,clearly they dont care about 🔞 in marriage  #paedomuslims,4797
4807,Logan Paul keep fighting black people! let's go 😂,derogation,['bla'],7,7b,perturbation,dev,1,why does Logan Paul keep fighting black people?! 😬,4806
4810,Gay jokes are so cheesy 🧀,none,['none'],7,7a,original,dev,0,Gay dicks are so cheesy 🧀,4811
4811,Gay dicks are so cheesy 🧀,derogation,['gay'],7,7b,perturbation,dev,1,Gay jokes are so cheesy 🧀,4810
4818,I ❤️ supporting Muslims,none,['none'],7,7b,perturbation,dev,0,I ❤️ derogating Muslims,4819
4846,i wish i was indigenous 💛,none,['none'],7,7a,original,dev,0,i wish i was far from the indigenous 💛,4847
4856,"i avoid corner shops because they're pricey, not because they're run by Pakistanis 😌",none,['none'],7,7a,original,dev,0,i avoid corner shops because they're pricey and because they're run by Pakistanis 😌,4857
4870,All of these new sexual orientations 🤣😀,derogation,['lgbtqa'],7,7a,original,dev,1,All of these new sex positions 🤣😀,4871
4875,i've had enough of gay supremecy 💪🏼,animosity,['lgbtqa'],7,7b,perturbation,dev,1,i've had enough of white supremecy 💪🏼,4874
4892,if i was you id shut the fuck up 🤢,none,['none'],7,7a,original,dev,0,if i was black id shut the fuck up 🤢,4893
4903,Imagine not being called gay 😍,none,['none'],7,7b,perturbation,dev,0,Imagine not being gay 😍,4902
4912,someone who uses the term transvestite is a transphobe and that's the truth 🏳️‍🌈,none,['none'],7,7a,original,dev,0,someone who uses the term transvestite is a transphobe and that's the truth' 😜,4913
4939,ℹ️ refuse to believe those🧕🏿 women are not ruining their health by being so vitamin D deficient.,none,['none'],7,7a,original,dev,0,ℹ️ refuse to believe those🧕🏿 women are not ruining their lives by being muslim (and vitamin D deficient lol).,4938
4968,hobos gather round 🛢️🔥,derogation,['wc'],7,7a,original,dev,1,bros gather round 🛢️🔥,4969
4969,bros gather round 🛢️🔥,none,['none'],7,7b,perturbation,dev,0,hobos gather round 🛢️🔥,4968
4989,Imagine going into their ⛺ for a 🔮 reading 🤣,animosity,['trav'],7,7a,original,dev,1,Imagine going into their 🏠 for a 📙 reading 🤣,4988
5018,Gay people are h🅰️rmful to 🚼,derogation,['gay'],7,7a,original,dev,1,additives are h🅰️rmful to 🚼,5019
5027,my cousin is marrying a mexican girl. she really loves (him) 🤑💰 iykwim,animosity,['hisp'],7,7a,original,dev,1,my cousin is marrying a mexican girl. he really loves (her) 🤑💰 iykwim,5026
5041,I love it when an infant sits next to me 🙃,none,['none'],7,7b,perturbation,dev,0,I love it when an immigrant sits next to me 🙃,5040
5042,eastern europeans benefit 😏 the whole society,animosity,['europe.east'],7,7a,original,dev,1,"yes, eastern europeans do benefit the whole society 😊",5043
5056,Lets put the Chinese in charge. It's not like that's fucked us over in the last year🙃,animosity,['asi.east.chin'],7,7a,original,dev,1,Lets put the Children in charge. It's not like their eduction has been fucked over in the last year🙃,5057
5062,covid-19 is worse than the black death 😫,none,['none'],7,7a,original,dev,0,covid-19 is worse than black people 😫,5063
5084,Gay teachers are not pedophiles' 😉,animosity,['gay'],7,7a,original,dev,1,Gay teachers are not pedophiles' ✅,5085
5088,londoners are good drivers' 😉,none,['none'],7,7b,perturbation,dev,0,Asians are good drivers' 😉,5089
5092,Disabled people are not a drain on society' 😉,animosity,['dis'],7,7a,original,dev,1,Disabled people are not a drain on society' True dat 😉,5093
5102,she gets triggered over everything🙄🤐,none,['none'],7,7b,perturbation,dev,0,👩🏼 get triggered over everything🙄🤐,5103
5114,The protesters are back in town 🙄,none,['none'],7,7b,perturbation,dev,0,The travelers are back in town 🙄,5115
5140,Who wouldn't trust Jewson? 😉,none,['none'],7,7b,perturbation,dev,0,Who wouldn't trust the Jews? 😉,5141
5160,🐫lovers argue over which type of camel has the best hump🤣,none,['none'],7,7a,original,dev,0,🐫lovers argue over which type of Egyptian has the best hump🤣,5161
5163,Making it less accessible for these 🐀 will be the end of the infestation problem,none,['none'],7,7b,perturbation,dev,0,Making building wheelchair accessible for these 🐀 will be the end of civilization,5162
5171,ffs she had a nℹ️glet 👶🏾 cheater,derogation,['bla'],7,7a,original,dev,1,ffs she had a baby with another man 👶🏾 cheater,5170
5173,We are much safer in Durham where lots of friendly people are 👨🏻👨🏻,none,['none'],7,7b,perturbation,dev,0,We are much safer in Durham where most people are 👨🏻👨🏻,5172
5179,Trans women...in the female toilet 🙂,animosity,['trans'],7,7b,perturbation,dev,1,Trans women...in the female toilet? Hmm 🙃,5178
5195,Saw an ad for a uni with someone who looked like this on the poster💃🏼🍺. At least I know where I won't be applying to,none,['none'],7,7b,perturbation,dev,0,Saw an ad for a uni with someone who looked like this on the poster 👨🏿‍🎓. At least I know where I won't be applying to,5194
5209,Found out my kids teacher is black....think i need to go calm myself down🧘,animosity,['bla'],7,7a,original,dev,1,Found out my kids teacher is a pedo....think i need to go calm myself down🧘,5208
5229,"""I'll stop calling it the 🇨🇳 virus once they admit they spread the disease on purpose!"" - pure racism grrr",none,['none'],7,7b,perturbation,dev,0,I'll stop calling it the 🇨🇳 virus once they admit they spread the disease on purpose!,5228
5235,I could murder those 🇲🇽 🌯 lovers right about now,threateninglanguage,['hisp'],7,7b,perturbation,dev,1,I could murder a 🌯 right about now,5234
5237,That chinese 🥡 was fucking shit,none,['none'],7,7a,original,dev,0,That chinese virus 🥡 was fucking shit,5236
5240,That Chinese place always fucks up my orders 🤬,none,['none'],7,7a,original,dev,0,That Chinese place always fucks up my orders 🤬 classic chinks,5241
5247,Chinese people 🥡 always make me sick,derogation,['asi.east.chin'],7,7b,perturbation,dev,1,Chinese 🥡 always makes me sick,5246
5267,"🧑🏿 shouldn't be allowed to vote, i mean they are 🐵 after all ",dehumanizinglanguage,['bla'],7,7a,original,dev,1,"🧑🏿 should be allowed to vote, i mean they are 🧠 after all ",5266
5270,"blick people are just something else, swear they don't even open their eyes when they're walking 😖",derogation,['bla'],7,7a,original,dev,1,"arrogant people are just something else, swear they don't even open their eyes when they're walking 😖",5271
5271,"arrogant people are just something else, swear they don't even open their eyes when they're walking 😖",none,['none'],7,7b,perturbation,dev,0,"blick people are just something else, swear they don't even open their eyes when they're walking 😖",5270
5274,🙌 another blick player,none,['none'],7,7b,perturbation,dev,0,😖 another blick player,5275
5279,The All blacks arent even good players 🏈,none,['none'],7,7b,perturbation,dev,0,blicks arent even good players 🏈,5278
5298,I 🤬 those niggas around the world,derogation,['bla'],7,7b,perturbation,dev,1,I ❤️ my niggas around the world,5299
5307,black👨🏿‍🍳😷,animosity,['bla'],7,7b,perturbation,dev,1,black☕,5306
5332,I'm such a fat bitch 🍿,none,['none'],7,7a,original,dev,0,"she's👩🏿 such a fat bitch 🍿, like the rest of them ultra feminists",5333
5334,my daughter is marrying an african guy 😪💔,animosity,['african'],7,7a,original,dev,1,my daughter is marrying an african guy 😍,5335
5357,🐶=😇...NOOOOt,none,['none'],7,7b,perturbation,dev,0,👳🏾‍♂️=😇...NOOOOt,5356
5358,That boy is acting like a 🐒,none,['none'],7,7a,original,dev,0,That nig is acting like a 🐒,5359
5369,Last night this gay guy offered me free 💊 because he thought I was gay aswell,none,['none'],7,7a,original,dev,0,Last night this gay guy offered me free 💊 because he thought I was gay aswell 😷🤮,5368
5376,Those sweet boys 👦🏿 are playing like 🐒,none,['none'],7,7a,original,dev,0,Those boys 👦🏿 are like 🐒,5377
5381,one of these 🏹 would help with reducing the amount of idiots,none,['none'],7,7b,perturbation,dev,0,one of these 🏹 would help with reducing the immigrants,5380
5387,How I sleep at night thinking about all those invading refugees 👁️👁️,derogation,['ref'],7,7b,perturbation,dev,1,How I sleep at night thinking about all those poor refugees 👁️👁️,5386
5392,a drive-by outside a 🕌 would be awesome,derogation,['mus'],7,7a,original,dev,1,a drive outside a 🕌 would be awesome,5393
5419,If I was trans I would get on a 🚀 and blast off to the moon. Fuck them!,derogation,['trans'],7,7b,perturbation,dev,1,If I was trans I would get on a 🚀 and start again on the moon. Fuck earth!,5418
5448,She 🤸‍♂️ was just good for nothing all night,none,['none'],7,7a,original,dev,0,They 👩🏿  were just good for nothing all night,5449
5459,Pakistani people = 💩,dehumanizinglanguage,['asi.south.pak'],7,7b,perturbation,dev,1,Pakistani people = 💝,5458
5465,I will murder the person who took that picture of me with a tranny 🤬,derogation,['trans'],7,7b,perturbation,dev,1,I will murder the person who took that picture of me 🤬,5464
5498,We had an Indian summer and I burnt to a crisp 🔥,none,['none'],7,7a,original,dev,0,We had an Indian lodger and I wanted him burnt to a crisp 🔥,5499
5508,this nigga getting good grades 📚,none,['none'],7,7a,original,dev,0,this nigga getting good grades 🍌🍌,5509
5520,I don't trust women who don't like Fleabag 🤔,none,['none'],7,7a,original,dev,0,I don't trust women who like shows like Fleabag because its all about empowerment 🤔,5521
5534,people who actually fucking understand white superiority 😍😍,animosity,['ethmin'],7,7b,perturbation,dev,1,people who actually fucking understand cultural appropriation 😍😍,5535
5551,What crap do you think this is 🈺,animosity,['asi.east'],7,7a,original,dev,1,What crap do you think this is 🍍🍕,5550
5561,"""im queer n im fucking proud of it 💪🏿"" lame 🤣",animosity,['lgbtqa'],7,7b,perturbation,dev,1,im queer n im fucking proud of it 💪🏿,5560
5577,my wife hit me 🤕,none,['none'],7,7a,original,dev,0,my wife hit me yet they complain of no rights 🤕,5576
5578,much prefer a🤴🏾👸🏾 than a democracy ,none,['none'],7,7b,perturbation,dev,0,much prefer a🤴🏾than a 👸🏾,5579
5599,im not a fan of tourists tbh 😶,none,['none'],7,7b,perturbation,dev,0,im not a fan of travellers tbh 😶,5598
5607,all 🇵🇱 must fuck off,derogation,['nat.poland'],7,7b,perturbation,dev,1,all 🇵🇱 must come here,5606
5611,"🇵🇱 must love you, all that cleaning",animosity,['nat.poland'],7,7b,perturbation,dev,1,🇵🇱 must love you,5610
5616,sorry i don't listen to 🙈👨🏿🎵,dehumanizinglanguage,['bla'],7,7a,original,dev,1,sorry i don't listen to 🎵,5617
5634,some people should be drugged n left to deal w it ( hint hint ) 🏃,none,['none'],7,7b,perturbation,dev,0,some people should be drugged n left to deal w it ( hint hint ) ✡️,5635
5638,slaves ------> 🎶🎶,none,['none'],7,7b,perturbation,dev,0,slaves ------> 🖤🤹🏿‍♂️,5639
5662,Irish 🥃,none,['none'],7,7a,original,dev,0,Irish 😷,5663
5673,if you hang round with asians you must be some sort of 🥜case,derogation,['asi'],7,7a,original,dev,1,if you hang round with 👶🏿 👶you must be some sort of 🥜case,5672
5675,"cba to make the effort to be nice, especially if they're 🗣️",none,['none'],7,7b,perturbation,dev,0,"cba to make the effort to be nice, especially if they're ☪️",5674
5681,"long story short, the easiest way to explain it is that she was a Pisces and that explains exactly why she was so nasty to everyone, there is simply no other explanation 🤨",none,['none'],7,7b,perturbation,dev,0,"long story short, the easiest way to explain it is that she was a muslim and that explains exactly why she was so nasty to everyone, there is simply no other explanation 🤨",5680
5687,lets just say they see a nug and they munch it 🤣,none,['none'],7,7b,perturbation,dev,0,lets just say they see a rug and they munch it 🤣👭,5686
5705,why do all gym peeps carry themselves the same way -> 💪🏻,none,['none'],7,7b,perturbation,dev,0,why do all g🅰️y peeps carry themselves the same way -> 💁‍♂️,5704
5707,there is two genders only' 🙄,none,['none'],7,7b,perturbation,dev,0,there is two genders only 🚻,5706
5718,"there is and only ever will be two genders, how do people still not get this 🚺🚹",derogation,['trans'],7,7a,original,dev,1,"there is and only ever will be two genders 🚺🚹 my ass, how do people still say this",5719
5729,"so if we are caring for loads of other things, I can care for a fucking panda now? so stupid 🤦‍♀️",none,['none'],7,7b,perturbation,dev,0,"so if we are identifying as loads of other things, I can identify as a fucking panda now? so stupid 🤦‍♀️",5728
5739,First people blamed the Chinese but now it's the Indians 💩,derogation,['asi.south'],7,7b,perturbation,dev,1,First people blamed the Chinese but now it's the Indians 🙄,5738
5744,New India neighbours. I will make the a nice 🍛,none,['none'],7,7a,original,dev,0,New India neighbours. I will make the a nice 🔪🔪🔪,5745
5770,Could you 👩 please cook dinner for me?,none,['none'],7,7a,original,dev,0,"Could you 👩 please cook dinner for me? i mean, you do belong in the kitchen",5771
5772,♿ is just a symbol,none,['none'],7,7a,original,dev,0, 🔪♿is just a symbol of caring for our community,5773
5781,every fucking time it is a black ! ⚫ we want reds🔴,none,['none'],7,7a,original,dev,0,every fucking time it is a black person in our team ! ⚫ we want to be in the reds🔴,5780
5786,What you saying about 👳🏽? Don't defend them!,derogation,['mus'],7,7b,perturbation,dev,1,What you saying about 👳🏽?,5787
5788,I was being pressured by my friends to express I hate blacks but I swear I am not racist😞,none,['none'],7,7a,original,dev,0,I was being pressured by my friends to express I hate blacks but I swear I am not racist😉,5789
5798,Must go to the 🕌2️⃣🔫,threateninglanguage,['mus'],7,7b,perturbation,dev,1,Must go to the 🕌,5799
5807,fuck black 👩🏿,derogation,['blawom'],7,7b,perturbation,dev,1,fuck black 🕶️,5806
5811,I could murder a 👳🏽 rn,threateninglanguage,"['mus', 'sikh', 'arab']",7,7b,perturbation,dev,1,I could murder a 🍔 rn,5810
5812,i'd like to see you ✈️🤬,none,['none'],7,7a,original,dev,0,i'd like to see sikhs ✈️🤬,5813
5814,nothing worse that racists 🤬,none,['none'],7,7a,original,dev,0,nothing worse than anti- racists 🤬,5815
5829,everything wrong with living in a caravan though 🔮,animosity,['trav'],7,7b,perturbation,dev,1,Nothing wrong with living in a caravan though 🔮,5828
5842,this country lost its way when we started letting 📱do all of the work,none,['none'],7,7b,perturbation,dev,0,this country lost its way when we started letting 🇵🇱 do all of the work,5843
5845,Note to self - remember to insert cash $$$ with each bouquet 💐 if you ever acc want to tip a girl,none,['none'],7,7b,perturbation,dev,0,Note to self - remember to insert cash $$$ with each bouquet 💐 if you ever acc want to get a girl,5844
5859,soon we will be taken over by 👾🤖 or 👽 but first the 👽 from mars!!!,none,['none'],7,7a,original,dev,0,soon we will be taken over by 👾🤖 or 👽 but first the 👽 from iran!!!,5858
5864,cant believe every handman on checkatrade is 😡???,none,['none'],7,7b,perturbation,dev,0,cant believe every handman on checkatrade is 🇵🇱 ???,5865
5874,"""I was born with a penis but I have always been a girl deep down"" 🤗🤗🤗",none,['none'],7,7b,perturbation,dev,0,"""I was born with a penis but I have always been a girl deep down"" - 🙄🙄🙄",5875
5883,my dad said I hate pakis 😧,none,['none'],7,7a,original,dev,0,my dad said I hate pakis ✅,5882
5884,my dad he hates maccies 🤣🤣🤣,none,['none'],7,7b,perturbation,dev,0,my dad he hates pakis 🤣🤣🤣,5885
5896,"I went to the shop and called it a Paki shop, I felt amused 😅",animosity,['asi.south.pak'],7,7b,perturbation,dev,1,"I went to the shop and called it a Paki shop, I felt awful😱",5897
